Epoch,im_loss,re_loss,all_loss,psnr
2043,0.357040137052536,0.0,0.357040137052536,35.9180837440231
2044,0.36359965801239014,0.0,0.36359965801239014,36.34148776095432
2045,1.1950972080230713,0.0,1.1950972080230713,35.779894858666296
2046,0.21505439281463623,0.0,0.21505439281463623,35.87121131503956
2047,4.072405815124512,0.0,4.072405815124512,36.86839814547717
2048,1.5918934345245361,0.0,1.5918934345245361,35.98992368830653
2049,0.5420835018157959,0.0,0.5420835018157959,34.280182256934154
2050,3.938575267791748,0.0,3.938575267791748,33.62973823008064
2051,0.9225959181785583,0.0,0.9225959181785583,35.321148742216685
2052,0.3151981830596924,0.0,0.3151981830596924,35.713378279774815
2053,0.4212707579135895,0.0,0.4212707579135895,33.37372089452937
2054,1.1431043148040771,0.0,1.1431043148040771,37.2234337036476
2055,3.2653894424438477,0.0,3.2653894424438477,36.537882695824365
2056,1.3987302780151367,0.0,1.3987302780151367,33.969107334782656
2057,0.5160571336746216,0.0,0.5160571336746216,33.806331643562125
2058,2.715991973876953,0.0,2.715991973876953,33.76600968826001
2059,0.5474028587341309,0.0,0.5474028587341309,34.23525540192812
2060,1.577502965927124,0.0,1.577502965927124,37.541298014150144
2061,0.8865830302238464,0.0,0.8865830302238464,36.925199346266865
2062,2.2937674522399902,0.0,2.2937674522399902,37.73202429286786
2063,0.24510693550109863,0.0,0.24510693550109863,35.795639775120165
2064,0.1773635745048523,0.0,0.1773635745048523,36.26537892188507
2065,1.1707053184509277,0.0,1.1707053184509277,33.96250740405735
2066,5.599098205566406,0.0,5.599098205566406,35.23175885098985
2067,0.3056855797767639,0.0,0.3056855797767639,36.15895621775095
2068,2.027207374572754,0.0,2.027207374572754,36.62887674654656
2069,0.33384472131729126,0.0,0.33384472131729126,34.03613422548791
2070,0.5792871713638306,0.0,0.5792871713638306,34.16058542835468
2071,1.4531233310699463,0.0,1.4531233310699463,35.19236423736471
2072,1.690983772277832,0.0,1.690983772277832,36.90069995498381
2073,0.4352363049983978,0.0,0.4352363049983978,35.62907455253188
2074,0.4363103210926056,0.0,0.4363103210926056,37.028667189292676
2075,2.2234768867492676,0.0,2.2234768867492676,35.272082863628775
2076,1.207110047340393,0.0,1.207110047340393,36.4492388742627
2077,3.4625682830810547,0.0,3.4625682830810547,36.8365994548842
2078,1.8206079006195068,0.0,1.8206079006195068,34.345811829458235
2079,0.6309752464294434,0.0,0.6309752464294434,33.9327774919455
2080,2.4323489665985107,0.0,2.4323489665985107,35.09760407791718
2081,0.4236608147621155,0.0,0.4236608147621155,37.87558086265754
2082,2.3474979400634766,0.0,2.3474979400634766,34.357700849703086
2083,4.644512176513672,0.0,4.644512176513672,33.77889063402993
2084,1.4633653163909912,0.0,1.4633653163909912,36.59327793527054
2085,0.149169459939003,0.0,0.149169459939003,35.80395538140698
2086,0.7923259139060974,0.0,0.7923259139060974,36.066849373796956
2087,0.39954227209091187,0.0,0.39954227209091187,35.53798195218289
2088,0.5339112281799316,0.0,0.5339112281799316,33.891284749251284
2089,2.5170764923095703,0.0,2.5170764923095703,33.777531748984025
2090,2.9699811935424805,0.0,2.9699811935424805,36.90075406674521
2091,0.6787747144699097,0.0,0.6787747144699097,34.52340167803791
2092,1.3116545677185059,0.0,1.3116545677185059,35.166371303771285
2093,0.34987345337867737,0.0,0.34987345337867737,34.29569548601264
2094,6.888448715209961,0.0,6.888448715209961,34.25195305175362
2095,0.19789806008338928,0.0,0.19789806008338928,34.4656579697376
2096,0.49465757608413696,0.0,0.49465757608413696,33.46487591217156
2097,7.048782825469971,0.0,7.048782825469971,33.985555578900744
2098,0.7754930257797241,0.0,0.7754930257797241,35.64251631495037
2099,0.8085492849349976,0.0,0.8085492849349976,36.81798238756002
2100,4.136160850524902,0.0,4.136160850524902,35.378849202178685
2101,2.6172285079956055,0.0,2.6172285079956055,33.16556642919935
2102,3.77044677734375,0.0,3.77044677734375,34.3489719672392
2103,0.6012967824935913,0.0,0.6012967824935913,33.89463339654024
2104,0.38210856914520264,0.0,0.38210856914520264,37.9385014543675
2105,0.7335948348045349,0.0,0.7335948348045349,35.300527967126605
2106,0.10927282273769379,0.0,0.10927282273769379,35.12130745709022
2107,2.268186092376709,0.0,2.268186092376709,34.23433884538215
2108,1.6385612487792969,0.0,1.6385612487792969,35.10031710243991
2109,0.04538170248270035,0.0,0.04538170248270035,34.27316374178403
2110,0.15586522221565247,0.0,0.15586522221565247,36.4055324925294
2111,6.272974014282227,0.0,6.272974014282227,34.129057227118544
2112,0.8165814876556396,0.0,0.8165814876556396,36.73844494990482
2113,5.6197309494018555,0.0,5.6197309494018555,36.24084801966697
2114,2.316091299057007,0.0,2.316091299057007,36.55443747073963
2115,0.3955939710140228,0.0,0.3955939710140228,35.34730688568021
2116,1.448206901550293,0.0,1.448206901550293,33.942451746063504
2117,3.5337281227111816,0.0,3.5337281227111816,33.67305406453963
2118,0.6890393495559692,0.0,0.6890393495559692,33.937475142820574
2119,0.37464696168899536,0.0,0.37464696168899536,34.54675627195658
2120,0.3272443413734436,0.0,0.3272443413734436,37.68406112310503
2121,0.42575106024742126,0.0,0.42575106024742126,34.63889272492178
2122,1.207907795906067,0.0,1.207907795906067,36.04068088735587
2123,0.3219602406024933,0.0,0.3219602406024933,36.48324936625439
2124,2.8376245498657227,0.0,2.8376245498657227,38.83766370322264
2125,0.5435685515403748,0.0,0.5435685515403748,35.92027369218208
2126,0.8650580048561096,0.0,0.8650580048561096,35.42716984413396
2127,1.7683249711990356,0.0,1.7683249711990356,34.565536193226535
2128,0.564664900302887,0.0,0.564664900302887,37.017319932694576
2129,1.068825364112854,0.0,1.068825364112854,35.628398614900476
2130,0.727252721786499,0.0,0.727252721786499,36.80237619310893
2131,0.5054953098297119,0.0,0.5054953098297119,35.84898825951779
2132,7.862749099731445,0.0,7.862749099731445,34.44066496979851
2133,3.1800122261047363,0.0,3.1800122261047363,36.67724438879371
2134,0.2904266119003296,0.0,0.2904266119003296,34.48692283108646
2135,0.4248657524585724,0.0,0.4248657524585724,34.69632524315714
2136,0.056358423084020615,0.0,0.056358423084020615,35.741667374275075
2137,2.133176326751709,0.0,2.133176326751709,37.02713272344961
2138,0.5027281045913696,0.0,0.5027281045913696,35.37428610197913
2139,0.11830272525548935,0.0,0.11830272525548935,35.23004265388308
2140,0.624950647354126,0.0,0.624950647354126,35.48774101221624
2141,1.3727936744689941,0.0,1.3727936744689941,36.78601460427446
2142,4.610321044921875,0.0,4.610321044921875,37.09076456500406
2143,1.4918502569198608,0.0,1.4918502569198608,35.14226888551475
2144,1.7750658988952637,0.0,1.7750658988952637,35.44328282525592
2145,1.4216811656951904,0.0,1.4216811656951904,37.585588610393145
2146,2.1285881996154785,0.0,2.1285881996154785,34.80831359931525
2147,5.344539642333984,0.0,5.344539642333984,38.48616811999453
2148,4.055271148681641,0.0,4.055271148681641,36.02903903315916
2149,0.23872461915016174,0.0,0.23872461915016174,35.064676729427035
2150,0.5092584490776062,0.0,0.5092584490776062,34.21621879123796
2151,0.17076221108436584,0.0,0.17076221108436584,37.684271120486386
2152,1.7355616092681885,0.0,1.7355616092681885,35.824481162906295
2153,0.7280158996582031,0.0,0.7280158996582031,34.03254985268418
2154,2.474296808242798,0.0,2.474296808242798,37.031765577597625
2155,3.3180339336395264,0.0,3.3180339336395264,36.10980652372121
2156,0.72370445728302,0.0,0.72370445728302,37.0951562180318
2157,2.254160165786743,0.0,2.254160165786743,36.29340600151554
2158,1.3265691995620728,0.0,1.3265691995620728,39.2224036769835
2159,0.7801144123077393,0.0,0.7801144123077393,35.64535256285104
2160,0.8919454216957092,0.0,0.8919454216957092,36.43312743957341
2161,0.12258365750312805,0.0,0.12258365750312805,35.120958888097704
2162,0.08935579657554626,0.0,0.08935579657554626,35.9477039392333
2163,1.2059895992279053,0.0,1.2059895992279053,35.999190884466174
2164,0.16278144717216492,0.0,0.16278144717216492,34.473116703709195
2165,0.31479039788246155,0.0,0.31479039788246155,35.08291853153407
2166,6.744585037231445,0.0,6.744585037231445,35.88061650371481
2167,0.10171329975128174,0.0,0.10171329975128174,35.817927105381585
2168,0.46618545055389404,0.0,0.46618545055389404,36.87342205650933
2169,0.2103666514158249,0.0,0.2103666514158249,36.58303518770498
2170,0.7571707367897034,0.0,0.7571707367897034,37.450640741374876
2171,0.34218865633010864,0.0,0.34218865633010864,36.04197540389995
2172,0.4812817871570587,0.0,0.4812817871570587,34.82292128123179
2173,1.0388779640197754,0.0,1.0388779640197754,34.21457027868192
2174,0.25056442618370056,0.0,0.25056442618370056,36.35946836420365
2175,0.1138453260064125,0.0,0.1138453260064125,37.791848970002015
2176,0.6709761023521423,0.0,0.6709761023521423,34.093650640335305
2177,5.3093061447143555,0.0,5.3093061447143555,34.74587633454208
2178,0.3383590281009674,0.0,0.3383590281009674,35.08576665056047
2179,0.6132649183273315,0.0,0.6132649183273315,36.600859059944945
2180,0.11191092431545258,0.0,0.11191092431545258,36.24086011395185
2181,0.4833884835243225,0.0,0.4833884835243225,36.34951115851874
2182,0.45878350734710693,0.0,0.45878350734710693,34.84217233219401
2183,3.6675992012023926,0.0,3.6675992012023926,35.73127470434183
2184,0.4104406535625458,0.0,0.4104406535625458,36.602829006573366
2185,0.6923173666000366,0.0,0.6923173666000366,35.69238165661615
2186,0.3109323978424072,0.0,0.3109323978424072,35.22375102239003
2187,0.3784012794494629,0.0,0.3784012794494629,35.84727050924588
2188,0.4854162931442261,0.0,0.4854162931442261,33.21843032039949
2189,2.045227527618408,0.0,2.045227527618408,35.6734806919426
2190,5.812904357910156,0.0,5.812904357910156,33.98226828214006
2191,1.347596526145935,0.0,1.347596526145935,34.65385175363872
2192,1.1001999378204346,0.0,1.1001999378204346,35.270829255418086
2193,0.6047732830047607,0.0,0.6047732830047607,36.97390783307363
2194,0.3631511926651001,0.0,0.3631511926651001,34.25237883196592
2195,1.2906421422958374,0.0,1.2906421422958374,34.93916677434412
2196,0.4805678725242615,0.0,0.4805678725242615,36.699293275029596
2197,4.454657077789307,0.0,4.454657077789307,35.61140298016961
2198,0.5472143888473511,0.0,0.5472143888473511,34.1532159489286
2199,0.22310788929462433,0.0,0.22310788929462433,34.81658097206622
2200,5.883268356323242,0.0,5.883268356323242,34.86614062083238
2201,0.6707508563995361,0.0,0.6707508563995361,38.58211263971522
2202,0.7708434462547302,0.0,0.7708434462547302,35.09505436177891
2203,1.1707570552825928,0.0,1.1707570552825928,37.10291151636263
2204,1.4998306035995483,0.0,1.4998306035995483,33.510858794666774
2205,1.3351904153823853,0.0,1.3351904153823853,36.26619462117032
2206,0.5806635618209839,0.0,0.5806635618209839,34.34309016439085
2207,0.6347826719284058,0.0,0.6347826719284058,36.108234377305806
2208,0.12103749066591263,0.0,0.12103749066591263,34.053693331970194
2209,0.5653759241104126,0.0,0.5653759241104126,33.57684723436285
2210,1.9384682178497314,0.0,1.9384682178497314,34.66167156300857
2211,0.6648500561714172,0.0,0.6648500561714172,34.828020081857424
2212,5.200475215911865,0.0,5.200475215911865,33.645490717147645
2213,1.3499237298965454,0.0,1.3499237298965454,36.70278521441914
2214,4.161464691162109,0.0,4.161464691162109,34.37468294858899
2215,1.1776878833770752,0.0,1.1776878833770752,36.277960608702465
2216,0.46441105008125305,0.0,0.46441105008125305,34.696269148791366
2217,0.9810287356376648,0.0,0.9810287356376648,37.88422351838863
2218,0.28307873010635376,0.0,0.28307873010635376,35.27220631501513
2219,0.574664831161499,0.0,0.574664831161499,36.56618157954692
2220,0.9506560564041138,0.0,0.9506560564041138,37.522374571978744
2221,2.4037370681762695,0.0,2.4037370681762695,33.51337281764498
2222,0.12199116498231888,0.0,0.12199116498231888,38.53102913381076
2223,0.9369686841964722,0.0,0.9369686841964722,34.25148301202458
2224,3.49965238571167,0.0,3.49965238571167,34.67299554785263
2225,0.7250025272369385,0.0,0.7250025272369385,37.01897161245173
2226,0.6412591338157654,0.0,0.6412591338157654,38.94787986533072
2227,0.8979939222335815,0.0,0.8979939222335815,35.01871913873694
2228,0.7510074377059937,0.0,0.7510074377059937,35.38193937597824
2229,0.9344832897186279,0.0,0.9344832897186279,33.77699100860215
2230,1.3807127475738525,0.0,1.3807127475738525,35.89667401849126
2231,0.32426637411117554,0.0,0.32426637411117554,35.44459175494348
2232,0.33339694142341614,0.0,0.33339694142341614,33.530799145003144
2233,1.0824413299560547,0.0,1.0824413299560547,35.69236164485834
2234,0.13337375223636627,0.0,0.13337375223636627,35.15026920549346
2235,6.213965892791748,0.0,6.213965892791748,36.122904126904814
2236,1.50999116897583,0.0,1.50999116897583,36.08156446511531
2237,0.0916936993598938,0.0,0.0916936993598938,35.481375451554804
2238,0.20121291279792786,0.0,0.20121291279792786,35.66621227204739
2239,1.4045264720916748,0.0,1.4045264720916748,33.83466908057705
2240,2.557079315185547,0.0,2.557079315185547,35.110834929857425
2241,0.078410804271698,0.0,0.078410804271698,33.149981458221525
2242,0.35977381467819214,0.0,0.35977381467819214,33.76517077770358
2243,0.513270378112793,0.0,0.513270378112793,35.522416635029494
2244,1.2528055906295776,0.0,1.2528055906295776,34.232752809641184
2245,0.4482193887233734,0.0,0.4482193887233734,34.50569633515223
2246,0.8802711963653564,0.0,0.8802711963653564,35.39700760342477
2247,1.465145230293274,0.0,1.465145230293274,33.42937724075105
2248,0.5991870760917664,0.0,0.5991870760917664,36.61104093276589
2249,0.050635889172554016,0.0,0.050635889172554016,34.03321175419064
2250,0.36404308676719666,0.0,0.36404308676719666,36.23759948500258
2251,0.3770543932914734,0.0,0.3770543932914734,38.26636993335381
2252,0.3925713896751404,0.0,0.3925713896751404,34.63549406838662
2253,0.4720354676246643,0.0,0.4720354676246643,33.38877244016449
2254,0.36548805236816406,0.0,0.36548805236816406,36.959113940201426
2255,3.789716958999634,0.0,3.789716958999634,35.29212382660341
2256,2.9572112560272217,0.0,2.9572112560272217,35.39044503475025
2257,0.9332877993583679,0.0,0.9332877993583679,37.36123426002901
2258,0.3506130576133728,0.0,0.3506130576133728,35.549902087489066
2259,2.9610161781311035,0.0,2.9610161781311035,34.53124644732494
2260,0.2448367476463318,0.0,0.2448367476463318,36.68006823013666
2261,2.1137237548828125,0.0,2.1137237548828125,37.94939430558258
2262,0.23941528797149658,0.0,0.23941528797149658,34.153371194772255
2263,0.8393841981887817,0.0,0.8393841981887817,33.459859688905155
2264,0.2500225901603699,0.0,0.2500225901603699,35.947732781959346
2265,0.2746170163154602,0.0,0.2746170163154602,36.27298082816556
2266,0.23866727948188782,0.0,0.23866727948188782,35.35625187384064
2267,0.6606075763702393,0.0,0.6606075763702393,33.60126154327696
2268,0.3353224992752075,0.0,0.3353224992752075,36.74932642731956
2269,0.22947292029857635,0.0,0.22947292029857635,35.41173005876518
2270,0.8218461275100708,0.0,0.8218461275100708,36.89600698359398
2271,0.2522634267807007,0.0,0.2522634267807007,37.22803375103204
2272,10.443469047546387,0.0,10.443469047546387,38.17928943350885
2273,0.5568594932556152,0.0,0.5568594932556152,36.64903939450414
2274,0.15816304087638855,0.0,0.15816304087638855,36.29220995915166
2275,0.3845928907394409,0.0,0.3845928907394409,35.1141498263563
2276,0.46505019068717957,0.0,0.46505019068717957,33.0930837518747
2277,2.449504852294922,0.0,2.449504852294922,34.28921504078264
2278,2.6727795600891113,0.0,2.6727795600891113,35.261878442092815
2279,0.5399967432022095,0.0,0.5399967432022095,34.82671872545474
2280,0.40846577286720276,0.0,0.40846577286720276,38.72208302081809
2281,1.601996898651123,0.0,1.601996898651123,35.88172315583528
2282,4.901224136352539,0.0,4.901224136352539,35.504128042116776
2283,0.19761496782302856,0.0,0.19761496782302856,35.16114152548199
2284,0.21086177229881287,0.0,0.21086177229881287,34.97151239261976
2285,1.4970136880874634,0.0,1.4970136880874634,37.71089164138879
2286,0.5082541108131409,0.0,0.5082541108131409,36.30905016132101
2287,2.093038558959961,0.0,2.093038558959961,37.1059033131682
2288,0.1911524385213852,0.0,0.1911524385213852,34.181622578605484
2289,0.04159684479236603,0.0,0.04159684479236603,36.785755019793584
2290,0.2278805673122406,0.0,0.2278805673122406,38.1995802200157
2291,0.25349459052085876,0.0,0.25349459052085876,35.428029749815565
2292,0.33142322301864624,0.0,0.33142322301864624,36.03278937116165
2293,3.3457863330841064,0.0,3.3457863330841064,36.665544493181116
2294,0.5596142411231995,0.0,0.5596142411231995,36.88908670375953
2295,0.33043596148490906,0.0,0.33043596148490906,35.49024227691575
2296,0.6889233589172363,0.0,0.6889233589172363,37.288429438882076
2297,0.4108855724334717,0.0,0.4108855724334717,36.225294646364155
2298,1.4488904476165771,0.0,1.4488904476165771,33.96195514707999
2299,0.13286127150058746,0.0,0.13286127150058746,34.33368496006622
2300,0.7468702793121338,0.0,0.7468702793121338,34.05476218897323
2301,0.27485471963882446,0.0,0.27485471963882446,37.31940190490921
2302,0.4359782338142395,0.0,0.4359782338142395,37.206200121381215
2303,0.3504784107208252,0.0,0.3504784107208252,37.25429770530447
2304,0.14191997051239014,0.0,0.14191997051239014,36.25482767352447
2305,0.3527849018573761,0.0,0.3527849018573761,36.139277200289776
2306,0.2504650950431824,0.0,0.2504650950431824,34.11177364806675
2307,3.186441421508789,0.0,3.186441421508789,36.04356222326215
2308,2.338832139968872,0.0,2.338832139968872,36.18477467611258
2309,4.993672847747803,0.0,4.993672847747803,35.91486098497881
2310,2.1806082725524902,0.0,2.1806082725524902,37.067708143926865
2311,0.7181817293167114,0.0,0.7181817293167114,36.563472634504215
2312,6.945910453796387,0.0,6.945910453796387,36.30037950612982
2313,0.09307627379894257,0.0,0.09307627379894257,36.73056383723964
2314,0.5368831157684326,0.0,0.5368831157684326,34.93274035660865
2315,0.2802022695541382,0.0,0.2802022695541382,33.804855049394426
2316,0.20353883504867554,0.0,0.20353883504867554,35.858724222666744
2317,0.7871274948120117,0.0,0.7871274948120117,33.52955228837609
2318,0.9415751695632935,0.0,0.9415751695632935,36.81529981833762
2319,0.60466468334198,0.0,0.60466468334198,34.75416537874794
2320,0.19887039065361023,0.0,0.19887039065361023,37.03933920757389
2321,1.1541595458984375,0.0,1.1541595458984375,36.58064710787461
2322,0.9173075556755066,0.0,0.9173075556755066,34.762463068328756
2323,0.6859142780303955,0.0,0.6859142780303955,35.71961550554933
2324,0.23495250940322876,0.0,0.23495250940322876,33.530896959425164
2325,0.9212659597396851,0.0,0.9212659597396851,35.12467204054471
2326,3.1030335426330566,0.0,3.1030335426330566,35.395280493396356
2327,0.5867055654525757,0.0,0.5867055654525757,35.920638802241236
2328,0.23800909519195557,0.0,0.23800909519195557,38.92751322131471
2329,0.20668818056583405,0.0,0.20668818056583405,35.19329820668606
2330,0.6185461282730103,0.0,0.6185461282730103,35.33672191106377
2331,0.7280513048171997,0.0,0.7280513048171997,35.61155734637075
2332,1.2848314046859741,0.0,1.2848314046859741,37.00934553838994
2333,4.62542724609375,0.0,4.62542724609375,36.86715936366013
2334,0.5004593133926392,0.0,0.5004593133926392,34.107012153079296
2335,0.866902768611908,0.0,0.866902768611908,36.33315895080273
2336,0.14368245005607605,0.0,0.14368245005607605,35.390250732051456
2337,0.2729039788246155,0.0,0.2729039788246155,36.36251679014829
2338,0.737883985042572,0.0,0.737883985042572,36.26419468277696
2339,0.6784809231758118,0.0,0.6784809231758118,38.199877449892924
2340,0.6400051116943359,0.0,0.6400051116943359,36.48075140555442
2341,2.591547966003418,0.0,2.591547966003418,38.36559386725086
2342,0.3760167062282562,0.0,0.3760167062282562,36.521720435566706
2343,0.0941741019487381,0.0,0.0941741019487381,34.992674281553484
2344,1.9768497943878174,0.0,1.9768497943878174,36.45388060479472
2345,5.060521602630615,0.0,5.060521602630615,36.042437242126596
2346,0.5636285543441772,0.0,0.5636285543441772,35.63170709540462
2347,1.808229684829712,0.0,1.808229684829712,37.41180000590059
2348,0.30029958486557007,0.0,0.30029958486557007,34.24026984363468
2349,0.9101457595825195,0.0,0.9101457595825195,33.60720084404615
2350,0.4686989188194275,0.0,0.4686989188194275,34.27752130097457
2351,3.1301465034484863,0.0,3.1301465034484863,37.068965157386145
2352,1.9486191272735596,0.0,1.9486191272735596,36.50676024819407
2353,1.1801445484161377,0.0,1.1801445484161377,36.22055228907549
2354,3.6855056285858154,0.0,3.6855056285858154,35.376612523245775
2355,0.8246866464614868,0.0,0.8246866464614868,36.80065686709512
2356,0.77695631980896,0.0,0.77695631980896,34.34976651060589
2357,1.161146640777588,0.0,1.161146640777588,34.70753388223032
2358,1.1012749671936035,0.0,1.1012749671936035,36.273836610851944
2359,4.807015419006348,0.0,4.807015419006348,35.618595855921036
2360,0.277241975069046,0.0,0.277241975069046,37.78171430753738
2361,4.487786293029785,0.0,4.487786293029785,36.48328749192602
2362,2.059516668319702,0.0,2.059516668319702,33.33088891580569
2363,0.7058961987495422,0.0,0.7058961987495422,36.049964002098946
2364,0.863466203212738,0.0,0.863466203212738,35.29823273175073
2365,0.22194482386112213,0.0,0.22194482386112213,34.50446044350686
2366,0.08631705492734909,0.0,0.08631705492734909,35.70301229288043
2367,1.500555396080017,0.0,1.500555396080017,32.92789107475219
2368,0.10053031146526337,0.0,0.10053031146526337,37.48505770316314
2369,0.11463765054941177,0.0,0.11463765054941177,35.94343418162576
2370,0.3917412757873535,0.0,0.3917412757873535,34.40473838112479
2371,1.5022929906845093,0.0,1.5022929906845093,34.59524562045103
2372,0.9204210638999939,0.0,0.9204210638999939,35.86353511149559
2373,0.8613009452819824,0.0,0.8613009452819824,36.600629916805474
2374,12.543462753295898,0.0,12.543462753295898,35.90625833500648
2375,0.30301880836486816,0.0,0.30301880836486816,35.71044121802447
2376,1.3433239459991455,0.0,1.3433239459991455,35.13699049189239
2377,0.32378295063972473,0.0,0.32378295063972473,33.86082095811489
2378,3.655172348022461,0.0,3.655172348022461,37.30934000597217
2379,1.987235426902771,0.0,1.987235426902771,36.37561109941667
2380,1.3736845254898071,0.0,1.3736845254898071,35.933928131282364
2381,1.0179479122161865,0.0,1.0179479122161865,36.56962705565227
2382,0.25222137570381165,0.0,0.25222137570381165,33.94693983375044
2383,0.912127673625946,0.0,0.912127673625946,38.34952664696159
2384,0.29888808727264404,0.0,0.29888808727264404,36.24242200934636
2385,0.2960083484649658,0.0,0.2960083484649658,34.6570045894999
2386,5.821278095245361,0.0,5.821278095245361,35.21688287039148
2387,4.003528594970703,0.0,4.003528594970703,34.55761581463647
2388,0.9689964652061462,0.0,0.9689964652061462,34.76720846339642
2389,0.8284341096878052,0.0,0.8284341096878052,34.35134387155598
2390,0.4451950490474701,0.0,0.4451950490474701,34.73114836253738
2391,0.45438313484191895,0.0,0.45438313484191895,36.24236004806826
2392,3.2234251499176025,0.0,3.2234251499176025,36.12175574856494
2393,0.2273593544960022,0.0,0.2273593544960022,34.22387592478401
2394,4.5749921798706055,0.0,4.5749921798706055,36.00461024513763
2395,0.3819682002067566,0.0,0.3819682002067566,35.92396027341506
2396,1.3078458309173584,0.0,1.3078458309173584,33.76031590456047
2397,0.6956467032432556,0.0,0.6956467032432556,36.21838432165347
2398,0.3472288250923157,0.0,0.3472288250923157,33.788810618802316
2399,0.2793528139591217,0.0,0.2793528139591217,34.68294781605398
2400,0.8436426520347595,0.0,0.8436426520347595,36.081652548382166
2401,0.5809770822525024,0.0,0.5809770822525024,35.52184639222424
2402,3.6934561729431152,0.0,3.6934561729431152,34.520373106640314
2403,0.7071858644485474,0.0,0.7071858644485474,36.726536351609774
2404,0.42616647481918335,0.0,0.42616647481918335,34.00394289047799
2405,0.41445887088775635,0.0,0.41445887088775635,33.88313337754453
2406,1.3278696537017822,0.0,1.3278696537017822,33.62711177453047
2407,0.13368114829063416,0.0,0.13368114829063416,35.85550528101612
2408,2.0199811458587646,0.0,2.0199811458587646,35.50576705002805
2409,1.4245412349700928,0.0,1.4245412349700928,34.805579436912616
2410,1.6080811023712158,0.0,1.6080811023712158,33.65899109344633
2411,1.8124103546142578,0.0,1.8124103546142578,35.66263408741271
2412,1.385653018951416,0.0,1.385653018951416,33.13967678877685
2413,0.810936450958252,0.0,0.810936450958252,36.528043226989226
2414,0.1937643438577652,0.0,0.1937643438577652,35.14127843786564
2415,0.554928183555603,0.0,0.554928183555603,36.053363538022566
2416,0.8816273212432861,0.0,0.8816273212432861,39.20454285670171
2417,0.6927236318588257,0.0,0.6927236318588257,35.31768934038839
2418,0.673450231552124,0.0,0.673450231552124,37.85420871290885
2419,0.39458611607551575,0.0,0.39458611607551575,35.969200282240934
2420,0.9284265637397766,0.0,0.9284265637397766,36.916460799212444
2421,0.24236199259757996,0.0,0.24236199259757996,34.849674472419956
2422,2.6654438972473145,0.0,2.6654438972473145,37.19761826135179
2423,0.4538975954055786,0.0,0.4538975954055786,35.44465682787831
2424,4.046777248382568,0.0,4.046777248382568,33.26291896710072
2425,0.29194799065589905,0.0,0.29194799065589905,35.65925604669212
2426,0.5812079310417175,0.0,0.5812079310417175,36.253894784166135
2427,3.7647500038146973,0.0,3.7647500038146973,34.12409847467662
2428,0.22617129981517792,0.0,0.22617129981517792,37.26282017504717
