Epoch,im_loss,re_loss,all_loss,PPI_psnr,psnr
2001,1.2990159352620443,0.0,1.2990159352620443,35.89974513320342,32.3335816292922
2002,1.8895149409770966,0.0,1.8895149409770966,33.97733584920308,30.170073410435183
2003,2.5640249371528627,0.0,2.5640249371528627,36.28491104967123,32.36833076137298
2004,1.0638925671577453,0.0,1.0638925671577453,37.244141653142776,34.39197572682436
2005,1.3428518454233804,0.0,1.3428518454233804,37.25112531648021,34.1369627039581
2006,1.1192506631215413,0.0,1.1192506631215413,35.93170555865661,31.023379675919387
2007,1.4923931648333868,0.0,1.4923931648333868,37.21159266338321,34.094832782805454
2008,1.3924503405888875,0.0,1.3924503405888875,34.56489728283666,31.864470567676758
2009,0.7563068191210429,0.0,0.7563068191210429,36.193438536448205,33.09600748599978
2010,0.7904589811960856,0.0,0.7904589811960856,37.05116024287947,34.69611308757735
2011,1.1606963435808817,0.0,1.1606963435808817,34.3265606004868,28.622138788759774
2012,0.9444024840990702,0.0,0.9444024840990702,37.51029149711708,35.4670011198706
2013,0.81759272813797,0.0,0.81759272813797,34.03565530776281,28.42696750359497
2014,0.8621574163436889,0.0,0.8621574163436889,33.77608843980883,30.719378486122753
2015,0.8613181074460348,0.0,0.8613181074460348,34.45122473666641,31.64130682889436
2016,1.2702348152796428,0.0,1.2702348152796428,35.06468928219957,31.471889592784592
2017,1.246215244134267,0.0,1.246215244134267,33.42276914783959,27.870173226065276
2018,1.2848408897717793,0.0,1.2848408897717793,36.517569154009,34.42352094534322
2019,1.2316140125195185,0.0,1.2316140125195185,35.16336730000602,31.349295954171488
2020,1.0608400285243988,0.0,1.0608400285243988,36.31544435279127,33.60617724661251
2021,1.132241467634837,0.0,1.132241467634837,36.983075820210104,31.72245898822264
2022,1.3976379588246346,0.0,1.3976379588246346,36.65722813035853,31.341303573585474
2023,1.2006611466407775,0.0,1.2006611466407775,33.903281200862146,28.992069977613816
2024,1.00493470231692,0.0,1.00493470231692,33.570554518065805,28.23520435264517
2025,1.4393438478310903,0.0,1.4393438478310903,36.697161104743,33.092110210315376
2026,1.4711378812789917,0.0,1.4711378812789917,36.389056656305996,29.206453196207356
2027,0.7010087425510089,0.0,0.7010087425510089,37.9956732481789,32.96903449003112
2028,0.8602317333221435,0.0,0.8602317333221435,33.84229251089572,30.22056708188096
