Epoch,im_loss,re_loss,all_loss,PPI_psnr,psnr
2001,0.9432852886341236,0.0,0.9432852886341236,45.93101061240694,41.38077565474375
2002,0.97645753842813,0.0,0.97645753842813,43.32676333532788,37.72461456151488
2003,0.8949095010757446,0.0,0.8949095010757446,44.456596540019945,38.64775203952955
2004,0.6956214639875624,0.0,0.6956214639875624,44.271560419688576,39.396675215560435
2005,1.1223723976700395,0.0,1.1223723976700395,48.86733890195541,40.753469037804976
2006,0.8376577540680215,0.0,0.8376577540680215,46.16824922585697,41.56391602518062
2007,0.6031873888439603,0.0,0.6031873888439603,45.66880372261031,41.2788146957677
2008,0.7486271107638324,0.0,0.7486271107638324,43.325878807468754,40.80892710517374
2009,0.6928867741867348,0.0,0.6928867741867348,43.88195350604251,39.139984069392185
2010,0.9892559073589466,0.0,0.9892559073589466,46.22764235177475,42.62739855901402
2011,1.0347332159678142,0.0,1.0347332159678142,41.76933103960963,36.942301444533946
2012,1.24854165536386,0.0,1.24854165536386,43.28644505346339,37.46364824743488
2013,0.74515050428885,0.0,0.74515050428885,45.39081443108084,40.41632552725843
2014,0.7952207348964833,0.0,0.7952207348964833,44.475292162676396,39.155908771526164
2015,0.8681546847025553,0.0,0.8681546847025553,43.93705622826258,39.436058923769174
2016,0.7642765972349379,0.0,0.7642765972349379,44.51086305367361,38.227256506141465
2017,0.9265549006285491,0.0,0.9265549006285491,40.83982284457161,36.29610360527514
2018,1.3688285792315449,0.0,1.3688285792315449,43.840161611240546,39.97194423222836
2019,1.4347736129054316,0.0,1.4347736129054316,45.78854146506358,39.2182105422488
2020,1.0073669972243133,0.0,1.0073669972243133,44.41083948484737,37.667221090457204
2021,0.7929106111879702,0.0,0.7929106111879702,46.43477621484426,41.34627115832448
2022,1.0190702698848866,0.0,1.0190702698848866,44.57810515298259,39.05616134024663
2023,0.9282804528872172,0.0,0.9282804528872172,44.993517407205175,39.23979524692568
2024,1.220404898678815,0.0,1.220404898678815,43.61624302566024,38.466612402896736
2025,1.0504185071697942,0.0,1.0504185071697942,42.40454860094736,37.103009444311226
2026,0.7340550196391565,0.0,0.7340550196391565,43.362203258949464,39.019502457281774
2027,0.8557172241034331,0.0,0.8557172241034331,42.70220549466204,37.963853709184455
2028,0.8909019982373273,0.0,0.8909019982373273,41.6240590300624,37.5916861339354
2029,0.841826547075201,0.0,0.841826547075201,42.25441494816898,36.907386955669665
2030,1.1159018454728302,0.0,1.1159018454728302,44.27387803291787,40.66039070183537
2031,0.7232518317522826,0.0,0.7232518317522826,44.9777845418314,42.59668850845411
2032,0.896101920693009,0.0,0.896101920693009,42.025456513772674,37.623435736067194
2033,0.7896889017687904,0.0,0.7896889017687904,45.93905396741728,40.47126648840209
2034,1.067726484051457,0.0,1.067726484051457,41.85809489543689,35.40736715985557
2035,0.8327685638710305,0.0,0.8327685638710305,44.064055735254364,37.59494992366086
2036,0.8684317270914713,0.0,0.8684317270914713,44.18395266486799,37.97523963799914
2037,0.9909821439672399,0.0,0.9909821439672399,44.55166741244685,39.95288095010277
2038,1.2045622048554596,0.0,1.2045622048554596,43.83150257118296,38.937186171104265
2039,0.8728316889868842,0.0,0.8728316889868842,43.5766232297684,38.29559674812814
2040,1.0365079862100106,0.0,1.0365079862100106,42.800287617867085,38.49758873599854
2041,0.7783681088023715,0.0,0.7783681088023715,43.094800793787684,36.282282852305705
2042,1.070709232930784,0.0,1.070709232930784,42.43898223867387,36.69331411053823
2043,0.6663634754993297,0.0,0.6663634754993297,47.16101759950642,41.79349587891177
2044,0.9967405509065699,0.0,0.9967405509065699,44.38821480158352,39.57504542580742
2045,1.1171837780210707,0.0,1.1171837780210707,42.536625975821735,36.991919297841484
2046,1.0741049978468153,0.0,1.0741049978468153,43.19522652283282,39.98762960484505
2047,0.9055504313221684,0.0,0.9055504313221684,45.380163808445545,40.05241024402335
2048,1.1240885655085247,0.0,1.1240885655085247,44.12105030730206,38.397920311135216
2049,0.7421063780784607,0.0,0.7421063780784607,43.09378078071817,38.315176592642146
2050,1.017647041214837,0.0,1.017647041214837,46.027759020058156,39.45640072893637
2051,1.379586515603242,0.0,1.379586515603242,44.1629861028501,39.67404859291846
2052,1.2455947432253096,0.0,1.2455947432253096,44.45802990510869,39.86555162649956
2053,0.7112232954413803,0.0,0.7112232954413803,46.92668358251688,41.58451164458078
2054,1.1525217647905703,0.0,1.1525217647905703,41.38840544680185,36.30865476972547
2055,0.7798334889941745,0.0,0.7798334889941745,45.43021763941638,40.481117176400645
2056,1.0665171234696,0.0,1.0665171234696,43.915521189951775,39.97467871822094
2057,0.9795206741050437,0.0,0.9795206741050437,43.41760092463411,39.02516999956304
2058,0.7649871684886791,0.0,0.7649871684886791,44.02227149509215,39.74191531557224
2059,1.582107702891032,0.0,1.582107702891032,45.12310528964249,41.311828030743285
2060,1.1979172053160492,0.0,1.1979172053160492,45.53978406662598,38.87791993175588
2061,0.8835490942001343,0.0,0.8835490942001343,44.430979865717354,38.27139356640335
2062,1.145213524500529,0.0,1.145213524500529,47.1129865134865,42.54034775614828
