Epoch,im_loss,re_loss,all_loss,PPI_psnr,psnr
601,1.534451202470429,0.0,1.534451202470429,41.786437622977715,24.207982236150094
602,2.200563080456792,0.0,2.200563080456792,41.21332563855788,26.064570091115943
603,2.0437466368383292,0.0,2.0437466368383292,35.85385814299593,33.24207273779447
604,0.7947749313043089,0.0,0.7947749313043089,32.22750405427231,27.41187677976825
605,1.2515124496148557,0.0,1.2515124496148557,30.88019094907822,35.58629070852285
606,0.4562765140922702,0.0,0.4562765140922702,30.01502293722304,30.979402394923127
607,0.7741228220414142,0.0,0.7741228220414142,28.201643638179036,34.05022190139124
608,0.423391089147451,0.0,0.423391089147451,27.459349950722142,30.073032550102972
609,0.6362407256145867,0.0,0.6362407256145867,27.428481591998835,32.1536756717983
610,0.33214824053705955,0.0,0.33214824053705955,27.750806024280475,34.257637697609276
611,0.4349128178187779,0.0,0.4349128178187779,27.098219131047074,33.18768873425124
612,0.2858544563760563,0.0,0.2858544563760563,25.873027193698842,31.86546572743978
613,0.31980815225717973,0.0,0.31980815225717973,25.135867555404886,33.835236446650605
614,0.3935514858790806,0.0,0.3935514858790806,24.452690758022406,33.75873790553649
615,0.2585243156978062,0.0,0.2585243156978062,23.418279394737738,35.29483428251823
616,0.2302275482489138,0.0,0.2302275482489138,22.267784580208733,35.50118068970296
617,0.2839532871635593,0.0,0.2839532871635593,22.1705909866343,34.09509667633905
618,0.21053811482020787,0.0,0.21053811482020787,23.046542080065166,35.12436935756034
619,0.22278192091961296,0.0,0.22278192091961296,23.772945372489644,35.927608522824855
620,0.19507084087449678,0.0,0.19507084087449678,23.435761100366577,37.08575579371537
621,0.1599329782991993,0.0,0.1599329782991993,23.384481340187836,37.19153996336766
622,0.1827450431123072,0.0,0.1827450431123072,23.355739537987436,35.4099309969921
623,0.18299588865163374,0.0,0.18299588865163374,23.510412973983552,35.36498519765451
624,0.22695932096364546,0.0,0.22695932096364546,23.57107131932807,39.136047440403324
625,0.18078554893026547,0.0,0.18078554893026547,22.942429428993492,37.01895602555345
626,0.21785919033751197,0.0,0.21785919033751197,22.874991141592776,38.06952767030471
627,0.2653362313095404,0.0,0.2653362313095404,22.321268579493463,35.92594408101036
628,0.14926420425882145,0.0,0.14926420425882145,22.23388472768681,36.07067019692718
629,0.1683294189219572,0.0,0.1683294189219572,22.406800889845936,39.93877302064907
630,0.24084940735174684,0.0,0.24084940735174684,22.60291800844682,39.56897541075924
631,0.1705376469359106,0.0,0.1705376469359106,22.580980212677737,39.38904141941198
632,0.11736574464914751,0.0,0.11736574464914751,22.483105783826247,35.870786327791755
633,0.19334231590738102,0.0,0.19334231590738102,22.660694926905094,34.04661239267317
634,0.1562193607797428,0.0,0.1562193607797428,23.64866162445848,36.890046295388515
635,0.18304400541344468,0.0,0.18304400541344468,23.699089665664182,39.23354892007322
636,0.17378907300988022,0.0,0.17378907300988022,24.23805765721039,39.162572685579555
637,0.11167522595853221,0.0,0.11167522595853221,23.759941031147072,38.60835545554943
638,0.18998051662834323,0.0,0.18998051662834323,23.70086268229768,41.02761752168743
639,0.1563389690554872,0.0,0.1563389690554872,24.109342924901746,37.006986057603285
640,0.2588144224517199,0.0,0.2588144224517199,24.759546965487722,39.142444783095065
641,0.12209343423648757,0.0,0.12209343423648757,24.66642069389261,40.5122014949952
642,0.10102769063443554,0.0,0.10102769063443554,25.138051182484023,39.80217685869083
643,0.09025316335717026,0.0,0.09025316335717026,25.011488089632653,37.87530901073337
644,0.1604521420537209,0.0,0.1604521420537209,25.130596256425942,36.36053278689389
645,0.14544110882038974,0.0,0.14544110882038974,25.156985211778476,35.633742611507564
646,0.13131739168750997,0.0,0.13131739168750997,25.088556971951817,38.289786843118996
647,0.09405906346379495,0.0,0.09405906346379495,25.077723082532092,37.623664078915915
648,0.17448224340166366,0.0,0.17448224340166366,25.642629600906037,39.67502134569804
649,0.10818545672358298,0.0,0.10818545672358298,25.509963832564893,37.41617452838486
650,0.13704971391327528,0.0,0.13704971391327528,25.791171960418534,37.53262123362584
651,0.1295650151311135,0.0,0.1295650151311135,25.598217278772747,39.546992303125876
652,0.18099731328536053,0.0,0.18099731328536053,25.30350544284031,41.12313586037874
653,0.12466835489078444,0.0,0.12466835489078444,24.694660442428905,35.74113792802663
654,0.13263240639044313,0.0,0.13263240639044313,24.941969440526485,39.883432748943704
655,0.191849912915911,0.0,0.191849912915911,24.359839049166013,35.65003838674904
656,0.19503296151453134,0.0,0.19503296151453134,24.234936708521083,37.90543989939311
657,0.150065684805111,0.0,0.150065684805111,24.213411848409567,40.53165472313357
658,0.11404892376491002,0.0,0.11404892376491002,24.109567763194455,38.44519312236151
659,0.1073717973670181,0.0,0.1073717973670181,23.844701593536,35.087914739865866
660,0.09549617767333984,0.0,0.09549617767333984,24.458710937252203,38.646652012266586
661,0.13084570242434132,0.0,0.13084570242434132,25.00883584924533,36.61594890486652
662,0.11811588978280826,0.0,0.11811588978280826,25.616634246161652,40.39710976153981
663,0.11532956726697026,0.0,0.11532956726697026,25.7930857846282,37.06083311955361
664,0.16886130644350636,0.0,0.16886130644350636,26.722640884985438,37.90660244744672
665,0.160508326121739,0.0,0.160508326121739,26.281897995035983,39.14955188001955
666,0.16208779568574866,0.0,0.16208779568574866,26.670343359770396,36.500669345103404
667,0.13146801870696398,0.0,0.13146801870696398,27.1880725078125,40.86559432052991
668,0.3124939081620197,0.0,0.3124939081620197,27.15240489177477,37.1655328542272
669,0.08195432108275745,0.0,0.08195432108275745,26.576962540923144,35.84129280676593
670,0.11039048798230229,0.0,0.11039048798230229,27.188330295407077,41.13947723939024
671,0.1570072028101707,0.0,0.1570072028101707,26.460269866524342,35.21425607936116
672,0.17693510834051637,0.0,0.17693510834051637,26.72630580220309,35.9299430834902
673,0.15805146158957967,0.0,0.15805146158957967,26.98678804314152,38.43305516672767
674,0.15764024306316765,0.0,0.15764024306316765,27.240630093876966,39.25479740987434
675,0.14469681953897282,0.0,0.14469681953897282,27.613623343916025,39.517370663731555
676,0.1471798663236657,0.0,0.1471798663236657,27.22439944683135,39.70347012455673
677,0.16516887898347815,0.0,0.16516887898347815,26.649368114360314,38.08935816624301
678,0.09867496879733338,0.0,0.09867496879733338,27.162951309918032,39.64127724458484
679,0.1772166125628413,0.0,0.1772166125628413,26.658706133132007,35.65949168195351
680,0.1160624124565903,0.0,0.1160624124565903,26.876617764246937,36.89057005355958
681,0.12296405860355922,0.0,0.12296405860355922,27.126046472707554,38.50305522900937
